2025-07-02 15:53:19,314 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:01:01,607 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:01:01,647 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:01:01,687 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:01:01,688 | INFO     | CheckerApp | _setup_workflow_routes:2317 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:01:02,648 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:01:02,792 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:01:02,793 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:01:02,794 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:01:02,796 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:01:02,796 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:01:02,796 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:01:02,852 | INFO     | CheckerApp | _show_splash_screen:461 | [SPLASH_LOGO] ✅ New Checker Logo Transparent.png loaded in splash screen
2025-07-02 23:01:02,955 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:01:02,956 | INFO     | CheckerApp | _setup_workflow_routes:2317 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:01:03,131 | INFO     | CheckerApp | setup_ui:693 | [LOGO] ✅ New Checker Logo Transparent.png loaded successfully (50x50)
2025-07-02 23:01:03,166 | INFO     | CheckerApp | setup_ui:784 | [ICON_DEBUG] ✅ Theme icon 'theme' loaded successfully
2025-07-02 23:01:03,189 | INFO     | CheckerApp | show_welcome_screen:2354 | [UI] Showing welcome screen
2025-07-02 23:01:03,344 | INFO     | CheckerApp | create_widgets:66 | [WELCOME_LOGO] ✅ New Checker Logo Transparent.png loaded successfully in welcome screen (120x120 - LARGE)
2025-07-02 23:01:04,174 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'power': <class 'str'>
2025-07-02 23:01:04,178 | INFO     | CheckerApp | show_welcome_screen:2374 | [UI] Welcome screen displayed successfully
2025-07-02 23:08:20,974 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:08:21,086 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:08:21,086 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:08:21,087 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:08:21,088 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:08:21,089 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:08:21,090 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:08:21,132 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-02 23:08:21,227 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:08:21,228 | INFO     | CheckerApp | _setup_workflow_routes:2307 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:08:21,291 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:08:21,389 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:08:21,390 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:08:21,390 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:08:21,392 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:08:21,394 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:08:21,394 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:08:21,434 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:08:21,472 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:08:21,472 | INFO     | CheckerApp | _setup_workflow_routes:2307 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:09:17,757 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:09:17,858 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:17,859 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:17,859 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:17,861 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:17,861 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:17,862 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:17,903 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-02 23:09:17,997 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:09:17,998 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:09:18,059 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:09:18,149 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:18,150 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:18,151 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:18,153 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:18,153 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:18,154 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:18,195 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:09:18,235 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:09:18,235 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:09:47,993 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:09:48,095 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:48,096 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:48,097 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:48,098 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:48,099 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:48,099 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:48,140 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-02 23:09:48,235 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:09:48,236 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:09:48,293 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:09:48,384 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:48,385 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:48,386 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:09:48,389 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:48,390 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:48,391 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:09:48,433 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:09:48,470 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:09:48,471 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:10:04,607 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:10:04,708 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:10:04,708 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:10:04,709 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:10:04,711 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:10:04,711 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:10:04,712 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:10:04,753 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-02 23:10:04,845 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:10:04,846 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:10:04,901 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:10:04,986 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:10:04,987 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:10:04,988 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:10:04,990 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:10:04,991 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:10:04,991 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:10:05,032 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:10:05,068 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:10:05,069 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:11:16,497 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:11:16,612 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:11:16,613 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:11:16,614 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:11:16,615 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:11:16,616 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:11:16,617 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:11:16,658 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-02 23:11:16,753 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:11:16,753 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:11:16,808 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:11:16,891 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:11:16,892 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:11:16,892 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:11:16,894 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:11:16,895 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:11:16,895 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:11:16,935 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:11:16,973 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:11:16,974 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:12:11,580 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:12:11,680 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:11,680 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:11,681 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:11,683 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:11,683 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:11,684 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:11,729 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-02 23:12:11,821 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:12:11,822 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:12:11,886 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:12:11,985 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:11,986 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:11,987 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:11,989 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:11,989 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:11,990 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:12,030 | WARNING  | CheckerApp | _show_splash_screen:464 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:12:12,070 | INFO     | CheckerApp | setup_application:551 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:12:12,071 | INFO     | CheckerApp | _setup_workflow_routes:2306 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:12:55,181 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:12:55,280 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:55,281 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:55,281 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:55,283 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:55,283 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:55,284 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:55,331 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-02 23:12:55,421 | INFO     | CheckerApp | setup_application:553 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:12:55,422 | INFO     | CheckerApp | _setup_workflow_routes:2308 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:12:55,487 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:12:55,584 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:55,585 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:55,585 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:12:55,587 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:55,588 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:55,588 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:12:55,629 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:12:55,674 | INFO     | CheckerApp | setup_application:553 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:12:55,675 | INFO     | CheckerApp | _setup_workflow_routes:2308 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:14:05,615 | INFO     | CheckerApp | log_info:213 | Application shutdown initiated
2025-07-02 23:14:05,623 | INFO     | CheckerApp | log_info:213 | Icon cache cleared during shutdown
2025-07-02 23:14:05,624 | INFO     | CheckerApp | log_info:213 | Application shutdown completed successfully
2025-07-02 23:14:06,089 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:14:06,205 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:14:06,205 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:14:06,206 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:14:06,208 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:14:06,208 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:14:06,209 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:14:06,251 | INFO     | CheckerApp | _show_splash_screen:463 | [SPLASH_LOGO] ✅ New Checker Logo Transparent.png loaded in splash screen
2025-07-02 23:14:06,348 | INFO     | CheckerApp | setup_application:553 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:14:06,349 | INFO     | CheckerApp | _setup_workflow_routes:2308 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:14:06,517 | INFO     | CheckerApp | setup_ui:695 | [LOGO] ✅ New Checker Logo Transparent.png loaded successfully (50x50)
2025-07-02 23:14:06,565 | INFO     | CheckerApp | setup_ui:786 | [ICON_DEBUG] ✅ Theme icon 'theme' loaded successfully
2025-07-02 23:14:06,589 | INFO     | CheckerApp | show_welcome_screen:2345 | [UI] Showing welcome screen
2025-07-02 23:14:06,758 | INFO     | CheckerApp | create_widgets:66 | [WELCOME_LOGO] ✅ New Checker Logo Transparent.png loaded successfully in welcome screen (120x120 - LARGE)
2025-07-02 23:14:07,793 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'power': <class 'str'>
2025-07-02 23:14:07,796 | INFO     | CheckerApp | show_welcome_screen:2365 | [UI] Welcome screen displayed successfully
2025-07-02 23:14:09,274 | INFO     | CheckerApp | log_info:213 | Application shutdown initiated
2025-07-02 23:14:09,284 | INFO     | CheckerApp | log_info:213 | Icon cache cleared during shutdown
2025-07-02 23:14:09,285 | INFO     | CheckerApp | log_info:213 | Application shutdown completed successfully
2025-07-02 23:14:09,738 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:14:09,862 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:14:09,863 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:14:09,863 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:14:09,865 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:14:09,865 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:14:09,865 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:14:09,913 | INFO     | CheckerApp | _show_splash_screen:463 | [SPLASH_LOGO] ✅ New Checker Logo Transparent.png loaded in splash screen
2025-07-02 23:14:10,013 | INFO     | CheckerApp | setup_application:553 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:14:10,014 | INFO     | CheckerApp | _setup_workflow_routes:2308 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:14:10,181 | INFO     | CheckerApp | setup_ui:695 | [LOGO] ✅ New Checker Logo Transparent.png loaded successfully (50x50)
2025-07-02 23:14:10,221 | INFO     | CheckerApp | setup_ui:786 | [ICON_DEBUG] ✅ Theme icon 'theme' loaded successfully
2025-07-02 23:14:10,245 | INFO     | CheckerApp | show_welcome_screen:2345 | [UI] Showing welcome screen
2025-07-02 23:14:10,389 | INFO     | CheckerApp | create_widgets:66 | [WELCOME_LOGO] ✅ New Checker Logo Transparent.png loaded successfully in welcome screen (120x120 - LARGE)
2025-07-02 23:14:11,259 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'power': <class 'str'>
2025-07-02 23:14:11,262 | INFO     | CheckerApp | show_welcome_screen:2365 | [UI] Welcome screen displayed successfully
2025-07-02 23:14:12,936 | INFO     | CheckerApp | log_info:213 | Application shutdown initiated
2025-07-02 23:14:12,942 | INFO     | CheckerApp | log_info:213 | Icon cache cleared during shutdown
2025-07-02 23:14:12,943 | INFO     | CheckerApp | log_info:213 | Application shutdown completed successfully
2025-07-02 23:15:05,061 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:15:05,157 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:15:05,158 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:15:05,158 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:15:05,160 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:15:05,160 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:15:05,161 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:15:05,202 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage1" doesn't exist
2025-07-02 23:15:05,281 | INFO     | CheckerApp | setup_application:553 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:15:05,282 | INFO     | CheckerApp | _setup_workflow_routes:2308 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:15:05,338 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:15:05,420 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:15:05,421 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:15:05,422 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:15:05,423 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:15:05,424 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:15:05,424 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'undo': <class 'str'>
2025-07-02 23:15:05,464 | WARNING  | CheckerApp | _show_splash_screen:466 | [SPLASH] Could not load logo in splash: image "pyimage2" doesn't exist
2025-07-02 23:15:05,500 | INFO     | CheckerApp | setup_application:553 | [WINDOW_ICON] ✅ New Checker Logo Transparent.png set as window icon
2025-07-02 23:15:05,501 | INFO     | CheckerApp | _setup_workflow_routes:2308 | [ROUTING] Workflow routing system setup complete
2025-07-02 23:17:15,237 | INFO     | CheckerApp | log_info:213 | Enhanced logging system initialized successfully
2025-07-02 23:17:15,347 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
2025-07-02 23:17:15,347 | ERROR    | CheckerApp | log_error:183 | ICON Unknown icon data type for 'refresh': <class 'str'>
